               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 135,            0.035403,            0.020865,           0.0032825,             0.13418,             0.92576,             0.88342,             0.91038,              0.4113,            0.035604,            0.021112,           0.0044686,             0.14129,           0.0066671,           0.0066671,           0.0066671
                 136,            0.035964,            0.022682,           0.0030894,             0.13382,             0.91303,             0.88821,             0.89955,              0.3628,            0.036224,            0.020912,           0.0047129,             0.13832,           0.0066257,           0.0066257,           0.0066257
                 137,            0.036359,            0.024375,           0.0039038,             0.13385,             0.86862,             0.82043,             0.81717,               0.324,             0.03687,             0.02048,           0.0050695,             0.14314,           0.0065843,           0.0065843,           0.0065843
                 138,            0.036244,            0.021642,           0.0034423,             0.13197,             0.86787,             0.84696,             0.85461,             0.32731,            0.038599,            0.021007,           0.0051822,             0.14497,           0.0065429,           0.0065429,           0.0065429
                 139,            0.035964,            0.024145,           0.0039252,             0.13425,             0.89118,             0.85493,              0.8759,             0.35599,            0.037234,            0.021732,           0.0051122,             0.14121,           0.0065013,           0.0065013,           0.0065013
                 140,            0.034279,            0.023139,           0.0034984,             0.13484,             0.93397,              0.8763,              0.9029,             0.37572,             0.03741,            0.020979,           0.0059055,             0.14308,           0.0064597,           0.0064597,           0.0064597
                 141,            0.034427,            0.022531,           0.0041653,             0.13249,             0.94219,             0.88502,             0.93084,             0.37768,            0.034207,             0.02044,           0.0069882,             0.14046,           0.0064181,           0.0064181,           0.0064181
                 142,            0.035673,            0.023993,           0.0034398,             0.13295,             0.83753,             0.80133,             0.80691,             0.34789,            0.037265,            0.021093,            0.005725,             0.14104,           0.0063764,           0.0063764,           0.0063764
                 143,            0.035071,            0.021874,           0.0038442,              0.1336,             0.91188,             0.91533,             0.91801,             0.39964,            0.034137,            0.020472,           0.0046369,             0.13844,           0.0063347,           0.0063347,           0.0063347
                 144,            0.033775,            0.022463,           0.0026857,             0.13227,             0.92016,             0.90691,             0.91673,             0.39797,            0.034958,            0.020742,           0.0051084,             0.13846,            0.006293,            0.006293,            0.006293
                 145,            0.034598,             0.02257,           0.0035002,             0.13275,             0.93767,             0.90037,             0.92203,              0.4121,            0.034246,            0.020594,           0.0046599,             0.13438,           0.0062512,           0.0062512,           0.0062512
                 146,            0.034416,            0.022059,           0.0025945,             0.13317,              0.9363,             0.86654,             0.92715,             0.36005,            0.038556,            0.020683,           0.0047662,             0.13434,           0.0062093,           0.0062093,           0.0062093
                 147,            0.035348,            0.022798,           0.0032522,             0.13102,             0.90022,             0.89799,             0.90497,             0.32634,              0.0365,             0.02039,            0.004442,             0.14072,           0.0061675,           0.0061675,           0.0061675
                 148,            0.035325,               0.023,           0.0037486,             0.13309,             0.90995,             0.85778,             0.88789,             0.32391,            0.038275,            0.020544,            0.004879,             0.14239,           0.0061256,           0.0061256,           0.0061256
                 149,            0.035992,            0.021713,           0.0042088,              0.1326,               0.914,             0.86687,             0.87822,             0.33368,            0.038532,            0.020618,           0.0042439,             0.13945,           0.0060838,           0.0060838,           0.0060838
                 150,            0.033713,              0.0221,           0.0035689,             0.13316,             0.87764,             0.86337,             0.87496,             0.39601,            0.034306,            0.020748,           0.0042424,             0.13967,           0.0060419,           0.0060419,           0.0060419
                 151,            0.035582,             0.02358,           0.0034862,             0.13227,             0.80768,             0.80068,             0.75971,             0.32789,            0.034609,            0.020564,           0.0039682,             0.14154,               0.006,               0.006,               0.006
                 152,            0.034153,            0.022732,           0.0031459,             0.13125,             0.82117,             0.77848,             0.80348,             0.33356,            0.038562,            0.021525,           0.0031724,             0.13911,           0.0059581,           0.0059581,           0.0059581
                 153,            0.034048,            0.023308,           0.0033318,             0.13344,             0.91082,             0.93129,             0.93544,             0.38702,            0.035742,            0.020962,           0.0040693,             0.13895,           0.0059162,           0.0059162,           0.0059162
                 154,            0.034347,            0.023335,           0.0038696,             0.13285,              0.8867,             0.85729,              0.8798,              0.3577,            0.036637,            0.020952,           0.0044513,             0.14192,           0.0058744,           0.0058744,           0.0058744
                 155,            0.034614,            0.019429,           0.0027012,             0.12854,             0.90316,             0.86009,             0.87282,             0.36957,            0.035307,            0.021359,           0.0050473,              0.1415,           0.0058325,           0.0058325,           0.0058325
                 156,            0.033547,            0.021653,           0.0025007,             0.12762,             0.91776,             0.87448,             0.89082,             0.34503,            0.038736,            0.020603,           0.0042448,              0.1418,           0.0057907,           0.0057907,           0.0057907
                 157,            0.033972,             0.02182,           0.0024958,             0.12932,             0.90818,             0.88471,             0.89554,              0.3662,            0.036598,            0.020589,           0.0045789,             0.13957,           0.0057488,           0.0057488,           0.0057488
                 158,            0.034997,             0.02134,           0.0025264,             0.12681,             0.88825,              0.8602,             0.87834,             0.38024,            0.036523,            0.021406,            0.004671,             0.14098,            0.005707,            0.005707,            0.005707
                 159,            0.034606,            0.024276,           0.0040385,             0.12968,             0.89888,             0.87486,             0.88439,             0.35003,            0.035701,            0.021225,           0.0056678,             0.14034,           0.0056653,           0.0056653,           0.0056653
                 160,            0.033411,            0.021039,           0.0025922,             0.13114,             0.86537,             0.84468,              0.8526,             0.33288,            0.038018,            0.021477,           0.0051904,             0.14109,           0.0056236,           0.0056236,           0.0056236
                 161,            0.033916,            0.020334,           0.0025975,             0.12727,             0.91573,             0.86462,             0.87775,             0.37687,            0.035512,            0.020831,           0.0053449,             0.13556,           0.0055819,           0.0055819,           0.0055819
                 162,            0.034822,            0.022042,           0.0027345,             0.12712,             0.87489,             0.84195,             0.84988,             0.36698,            0.037281,            0.020827,           0.0071767,             0.13879,           0.0055403,           0.0055403,           0.0055403
                 163,            0.033812,            0.021272,           0.0035627,              0.1264,             0.90226,             0.88103,             0.89189,             0.40214,            0.034874,            0.020404,           0.0054388,             0.13644,           0.0054987,           0.0054987,           0.0054987
                 164,            0.033276,            0.020035,           0.0022785,             0.12832,              0.9318,             0.90949,             0.92714,             0.42673,            0.034723,            0.020397,           0.0048436,             0.13761,           0.0054571,           0.0054571,           0.0054571
                 165,             0.03442,            0.020466,           0.0023939,             0.12641,             0.89917,             0.85956,             0.86495,             0.36583,             0.03886,            0.020865,           0.0039738,              0.1367,           0.0054157,           0.0054157,           0.0054157
                 166,             0.03373,            0.022463,           0.0029487,             0.12912,             0.86623,             0.81155,             0.82714,             0.35819,            0.039589,            0.021127,           0.0056708,             0.13753,           0.0053743,           0.0053743,           0.0053743
                 167,            0.033325,            0.021149,           0.0024358,             0.12559,             0.92637,             0.89607,             0.91371,             0.40783,            0.035767,            0.021149,           0.0048825,             0.13486,           0.0053329,           0.0053329,           0.0053329
                 168,            0.033698,            0.021226,           0.0024252,             0.12666,             0.86694,             0.84921,             0.84082,             0.35205,             0.03543,            0.020762,           0.0048945,             0.14116,           0.0052917,           0.0052917,           0.0052917
                 169,            0.031289,            0.020085,           0.0024538,             0.12492,             0.93906,             0.90738,             0.92233,             0.37598,            0.035735,            0.020723,           0.0042265,             0.13884,           0.0052505,           0.0052505,           0.0052505
                 170,            0.034929,            0.023744,           0.0034193,             0.12806,             0.93184,             0.87595,             0.89475,             0.36198,            0.035808,            0.020566,           0.0042217,             0.13669,           0.0052094,           0.0052094,           0.0052094
                 171,            0.032474,            0.021652,           0.0026518,             0.12873,             0.90217,             0.86833,             0.87885,             0.37997,            0.035172,            0.020823,           0.0049111,             0.13448,           0.0051684,           0.0051684,           0.0051684
                 172,            0.033431,             0.02177,           0.0032951,             0.12679,              0.8878,             0.84566,             0.86619,             0.37395,             0.03651,            0.020996,           0.0045646,              0.1384,           0.0051274,           0.0051274,           0.0051274
                 173,             0.03207,             0.02169,           0.0025381,             0.12922,              0.9199,             0.88949,             0.87695,             0.39694,            0.036856,            0.020946,           0.0054967,              0.1345,           0.0050866,           0.0050866,           0.0050866
                 174,            0.032808,            0.020715,           0.0028716,             0.12462,             0.93472,             0.90267,             0.90789,             0.41715,            0.034796,            0.020715,           0.0060457,             0.13548,           0.0050459,           0.0050459,           0.0050459
                 175,            0.032568,            0.022649,           0.0029617,             0.12548,             0.91403,             0.90288,             0.89743,             0.40444,            0.034842,            0.020666,            0.004622,             0.13707,           0.0050052,           0.0050052,           0.0050052
                 176,            0.032798,            0.023488,           0.0027316,             0.12562,             0.89415,             0.87587,             0.87821,             0.36343,            0.037071,            0.020631,           0.0043483,             0.13846,           0.0049647,           0.0049647,           0.0049647
                 177,            0.032564,            0.021088,           0.0021434,             0.12402,             0.92173,             0.89043,             0.90067,             0.37928,            0.036679,            0.020974,           0.0046696,             0.14171,           0.0049243,           0.0049243,           0.0049243
                 178,             0.03254,            0.021664,           0.0022092,             0.12568,              0.9482,             0.92733,             0.93533,             0.42829,            0.035065,            0.020664,           0.0040151,             0.13954,            0.004884,            0.004884,            0.004884
                 179,            0.031674,            0.021891,           0.0025093,              0.1229,              0.9185,             0.91608,              0.9141,             0.41587,             0.03511,            0.020046,           0.0042495,             0.13736,           0.0048439,           0.0048439,           0.0048439
                 180,            0.031597,            0.021916,           0.0029981,             0.12494,             0.90907,                 0.9,             0.89027,             0.39297,            0.036186,            0.020508,           0.0040693,             0.13708,           0.0048038,           0.0048038,           0.0048038
                 181,            0.032165,            0.020717,           0.0022299,             0.12385,             0.90771,             0.89208,             0.90747,             0.43183,            0.035694,            0.020169,           0.0042519,             0.13821,           0.0047639,           0.0047639,           0.0047639
                 182,            0.033095,            0.021819,           0.0022852,             0.12267,             0.88558,             0.86863,             0.88832,             0.40269,            0.033951,            0.020328,           0.0039689,             0.13787,           0.0047242,           0.0047242,           0.0047242
                 183,            0.032398,            0.022839,           0.0026953,             0.12468,             0.89445,             0.88439,             0.92761,             0.44099,            0.034011,            0.020672,           0.0064959,             0.13613,           0.0046845,           0.0046845,           0.0046845
                 184,            0.032185,            0.020527,           0.0024754,             0.12337,             0.94093,             0.89989,             0.92099,             0.40697,            0.034699,            0.021596,           0.0053605,             0.13497,            0.004645,            0.004645,            0.004645
                 185,            0.031446,            0.020678,           0.0024267,             0.12466,             0.87659,             0.87205,             0.88035,             0.36781,            0.037035,            0.021432,           0.0044813,             0.13193,           0.0046057,           0.0046057,           0.0046057
                 186,            0.032976,            0.023778,            0.002716,             0.12548,             0.91302,             0.88046,             0.89327,             0.40521,            0.034827,            0.020826,           0.0049572,             0.13335,           0.0045665,           0.0045665,           0.0045665
                 187,            0.031574,            0.021314,            0.002844,             0.12268,             0.88877,             0.85501,             0.87154,             0.38063,            0.036744,            0.021129,           0.0057527,             0.13591,           0.0045275,           0.0045275,           0.0045275
                 188,            0.032499,            0.022132,           0.0037707,              0.1258,             0.92282,             0.87896,             0.91094,             0.40395,            0.034978,            0.020307,           0.0065338,             0.13487,           0.0044886,           0.0044886,           0.0044886
                 189,            0.032544,            0.023584,           0.0029946,             0.12593,             0.93446,             0.88233,              0.9039,             0.43292,            0.034157,            0.020099,           0.0062434,             0.13357,           0.0044499,           0.0044499,           0.0044499
                 190,            0.034086,            0.022737,           0.0038632,             0.12611,              0.9236,               0.904,             0.91942,              0.4109,            0.035545,            0.020921,           0.0056006,             0.13627,           0.0044114,           0.0044114,           0.0044114
                 191,             0.03129,            0.020057,           0.0032794,             0.12223,             0.90823,             0.88397,             0.88428,             0.36022,            0.037393,            0.021118,           0.0056759,             0.13693,           0.0043731,           0.0043731,           0.0043731
                 192,            0.031308,            0.019604,           0.0019503,             0.12303,             0.92152,             0.89459,              0.9068,             0.39451,            0.035564,            0.020989,            0.005532,             0.14236,           0.0043349,           0.0043349,           0.0043349
                 193,            0.031599,            0.021883,           0.0033309,             0.12157,             0.93683,             0.89071,             0.91739,             0.40924,            0.035515,            0.020577,           0.0058159,             0.13749,           0.0042969,           0.0042969,           0.0042969
                 194,            0.031487,            0.021531,           0.0027747,             0.12209,             0.90355,             0.90148,             0.90246,             0.39794,            0.035548,            0.020375,            0.005049,             0.13725,           0.0042591,           0.0042591,           0.0042591
                 195,            0.030799,            0.018588,           0.0022563,             0.12052,             0.89574,             0.89002,             0.88521,              0.3861,            0.036334,            0.021123,           0.0053749,             0.13896,           0.0042215,           0.0042215,           0.0042215
                 196,            0.031463,            0.021495,           0.0025902,             0.11994,              0.9152,             0.87156,             0.89013,             0.38148,            0.034064,            0.020459,             0.00516,             0.13938,            0.004184,            0.004184,            0.004184
                 197,            0.032356,            0.018755,           0.0017196,             0.11954,             0.90768,             0.88239,             0.87977,             0.39562,            0.033836,            0.020228,           0.0042673,             0.13708,           0.0041468,           0.0041468,           0.0041468
                 198,            0.032485,            0.023112,           0.0040787,             0.12496,             0.89321,             0.87726,             0.88023,             0.39392,             0.03615,            0.020363,           0.0051463,             0.13661,           0.0041098,           0.0041098,           0.0041098
                 199,            0.031205,            0.021505,           0.0024465,             0.12177,             0.93183,             0.92172,               0.919,             0.41319,            0.034069,            0.020532,           0.0054351,              0.1362,            0.004073,            0.004073,            0.004073
                 200,              0.0312,             0.02108,           0.0026903,             0.12233,             0.89053,             0.88351,             0.87991,             0.40783,            0.034145,            0.020423,           0.0048785,             0.13582,           0.0040364,           0.0040364,           0.0040364
                 201,            0.030938,            0.021689,           0.0019886,             0.12094,             0.88462,             0.86061,             0.85365,             0.40238,              0.0354,            0.020249,           0.0055261,             0.13477,               0.004,               0.004,               0.004
                 202,            0.030709,            0.021529,           0.0022089,             0.12248,             0.91413,             0.89837,             0.87363,             0.38002,             0.03592,            0.020524,           0.0055038,             0.13441,           0.0039638,           0.0039638,           0.0039638
                 203,            0.032524,            0.021769,           0.0025546,             0.12044,             0.84785,             0.80958,             0.79824,             0.35337,             0.03475,            0.020314,           0.0058439,             0.13572,           0.0039279,           0.0039279,           0.0039279
                 204,            0.031185,            0.021572,             0.00309,             0.12225,             0.89872,             0.88452,             0.87384,             0.38461,            0.035378,            0.020835,           0.0056204,             0.13552,           0.0038922,           0.0038922,           0.0038922
                 205,            0.029686,              0.0207,           0.0025704,             0.12006,             0.87711,             0.87861,             0.85622,              0.3979,            0.034769,            0.020608,           0.0047171,             0.13782,           0.0038567,           0.0038567,           0.0038567
                 206,            0.032745,            0.023268,           0.0024919,             0.11904,             0.88282,             0.91416,             0.90805,             0.39255,            0.036162,            0.020383,           0.0049806,             0.14005,           0.0038214,           0.0038214,           0.0038214
                 207,             0.03091,            0.020707,           0.0023598,             0.11967,             0.94537,             0.91269,             0.93236,             0.38045,            0.035975,            0.020559,           0.0052021,              0.1335,           0.0037864,           0.0037864,           0.0037864
                 208,            0.030755,            0.020706,           0.0023924,             0.11847,             0.90152,             0.87613,             0.87462,             0.36705,            0.036293,             0.02041,           0.0052551,             0.13434,           0.0037517,           0.0037517,           0.0037517
                 209,            0.029451,            0.020521,           0.0028213,             0.11758,              0.8659,             0.83439,             0.82823,             0.41024,            0.035024,            0.020446,            0.004842,             0.13452,           0.0037171,           0.0037171,           0.0037171
                 210,             0.03092,            0.020621,           0.0030264,             0.11984,             0.90463,             0.85401,             0.87006,             0.39905,            0.036636,            0.020522,           0.0047315,             0.13272,           0.0036829,           0.0036829,           0.0036829
                 211,            0.030691,             0.01951,           0.0025169,             0.11596,             0.91481,               0.884,             0.89125,             0.41552,            0.035823,            0.020842,           0.0044302,             0.13179,           0.0036489,           0.0036489,           0.0036489
                 212,            0.032032,             0.02108,           0.0025476,             0.11767,             0.94018,             0.91122,             0.92168,             0.40925,            0.035593,            0.020855,           0.0046641,             0.13359,           0.0036151,           0.0036151,           0.0036151
                 213,            0.030763,            0.021973,           0.0029746,             0.12121,             0.87707,             0.91669,             0.89576,             0.45685,            0.033912,            0.020629,           0.0065205,             0.13401,           0.0035816,           0.0035816,           0.0035816
                 214,            0.031367,             0.02054,           0.0023166,             0.11677,             0.93541,             0.89934,             0.91577,             0.43955,            0.035579,            0.020615,           0.0057444,             0.13393,           0.0035484,           0.0035484,           0.0035484
                 215,            0.031409,             0.01962,           0.0022317,             0.11741,             0.88443,             0.91631,             0.90917,             0.43106,            0.034064,            0.020052,            0.005634,             0.13433,           0.0035154,           0.0035154,           0.0035154
                 216,             0.03004,            0.020586,           0.0020669,             0.11902,             0.93083,             0.90255,             0.91097,             0.40228,            0.035079,            0.020145,           0.0058746,             0.13018,           0.0034827,           0.0034827,           0.0034827
                 217,             0.03051,            0.020588,           0.0027133,             0.11864,             0.91554,             0.88968,             0.89609,             0.41882,            0.034717,            0.020222,           0.0065974,             0.13116,           0.0034503,           0.0034503,           0.0034503
                 218,            0.032404,            0.023041,           0.0034425,             0.11918,             0.93595,             0.91376,             0.92853,             0.43164,            0.034499,            0.020126,           0.0057397,             0.13168,           0.0034182,           0.0034182,           0.0034182
                 219,            0.029636,            0.020795,           0.0020222,             0.11718,             0.93494,              0.9009,              0.9159,             0.41787,            0.035014,            0.020431,           0.0055783,             0.13129,           0.0033863,           0.0033863,           0.0033863
                 220,            0.030117,            0.019994,           0.0023574,             0.11761,             0.91434,             0.89672,             0.90542,             0.44684,            0.034353,            0.020665,           0.0056016,             0.13149,           0.0033548,           0.0033548,           0.0033548
                 221,            0.030126,            0.021267,           0.0028756,             0.11766,             0.91782,             0.90012,             0.90588,             0.39962,            0.035444,            0.020623,           0.0054672,             0.13256,           0.0033235,           0.0033235,           0.0033235
                 222,            0.030163,            0.020215,           0.0023995,             0.11745,             0.94467,             0.91602,             0.93456,              0.4104,            0.035391,            0.020841,           0.0054945,              0.1352,           0.0032925,           0.0032925,           0.0032925
                 223,            0.028424,             0.02065,           0.0021043,             0.11577,             0.93357,             0.89424,              0.9049,             0.41577,            0.035652,            0.020913,           0.0063262,             0.13548,           0.0032618,           0.0032618,           0.0032618
                 224,             0.03021,            0.020783,           0.0021486,             0.11607,             0.93494,             0.88855,              0.9057,             0.42951,            0.034148,            0.020474,           0.0062202,             0.13446,           0.0032314,           0.0032314,           0.0032314
                 225,            0.030441,            0.020143,           0.0026202,             0.11784,              0.9289,              0.8911,             0.91463,             0.42526,            0.033352,             0.02037,           0.0067719,              0.1336,           0.0032013,           0.0032013,           0.0032013
                 226,            0.030545,            0.021443,           0.0028154,             0.11917,             0.92283,             0.89576,             0.89361,             0.41693,            0.033521,            0.020216,            0.005346,             0.13332,           0.0031716,           0.0031716,           0.0031716
                 227,             0.02938,            0.020397,           0.0028116,             0.11775,             0.93079,             0.89716,             0.90996,             0.38852,            0.035692,            0.020709,           0.0051572,             0.13203,           0.0031421,           0.0031421,           0.0031421
                 228,            0.029022,             0.02141,           0.0020022,             0.11442,             0.92936,             0.89288,             0.90097,             0.38913,            0.035786,            0.020947,           0.0046318,             0.13523,            0.003113,            0.003113,            0.003113
                 229,             0.03007,            0.021012,            0.002415,             0.11766,             0.91649,             0.88351,             0.88087,             0.37749,            0.036305,             0.02041,           0.0041258,             0.13514,           0.0030841,           0.0030841,           0.0030841
                 230,             0.03027,            0.018645,            0.002197,             0.11313,             0.94173,             0.92575,             0.93604,              0.4224,            0.033614,             0.02033,           0.0036232,             0.13611,           0.0030556,           0.0030556,           0.0030556
                 231,            0.029989,            0.019646,           0.0032789,             0.11554,              0.9122,             0.89269,             0.88842,              0.4094,            0.033626,            0.020194,           0.0039257,              0.1353,           0.0030274,           0.0030274,           0.0030274
                 232,            0.029797,            0.021556,           0.0025877,             0.11621,             0.93186,             0.90183,             0.92139,              0.4251,            0.034107,            0.020198,           0.0040916,             0.13571,           0.0029996,           0.0029996,           0.0029996
                 233,            0.028883,            0.021416,           0.0016766,             0.11506,             0.94289,             0.90634,              0.9241,             0.43552,            0.033707,            0.020272,           0.0051251,             0.13416,            0.002972,            0.002972,            0.002972
                 234,            0.029687,            0.019658,           0.0022156,             0.11589,             0.90806,             0.88465,              0.8895,             0.43346,            0.033653,            0.020181,           0.0058628,             0.13607,           0.0029448,           0.0029448,           0.0029448
                 235,            0.029681,            0.020984,           0.0018476,             0.11319,             0.91425,              0.9132,             0.91155,             0.43331,            0.034436,             0.02023,            0.005862,             0.13473,           0.0029179,           0.0029179,           0.0029179
                 236,              0.0291,            0.018693,           0.0027879,             0.11403,             0.90327,             0.89529,             0.89241,             0.41168,            0.034695,            0.020249,           0.0045217,             0.13448,           0.0028914,           0.0028914,           0.0028914
                 237,            0.029788,            0.020856,           0.0031565,             0.11614,             0.94062,             0.92635,             0.92597,             0.40567,            0.033593,            0.020056,           0.0048926,             0.13306,           0.0028652,           0.0028652,           0.0028652
                 238,            0.029459,            0.019099,           0.0022237,             0.11477,             0.91141,             0.88759,             0.89217,             0.39096,            0.035389,            0.020557,           0.0059198,             0.13311,           0.0028394,           0.0028394,           0.0028394
                 239,            0.031069,            0.021047,           0.0029495,             0.11426,             0.91494,             0.91972,             0.92639,             0.39571,            0.036404,            0.020323,           0.0056762,             0.13246,           0.0028139,           0.0028139,           0.0028139
                 240,            0.028694,            0.020198,           0.0021972,              0.1147,             0.91641,             0.90323,             0.91347,             0.41847,             0.03488,            0.020201,           0.0058775,             0.13218,           0.0027887,           0.0027887,           0.0027887
                 241,            0.029396,            0.019364,           0.0017533,             0.11122,              0.9008,             0.91395,             0.91852,             0.44536,            0.034057,            0.020731,           0.0053282,             0.13315,           0.0027639,           0.0027639,           0.0027639
                 242,            0.029199,            0.020944,           0.0017833,             0.11318,              0.9239,             0.89569,             0.91858,             0.44415,            0.032588,            0.020164,           0.0046924,             0.13423,           0.0027395,           0.0027395,           0.0027395
                 243,            0.027626,             0.01946,           0.0025652,              0.1147,             0.93218,             0.90003,             0.91943,             0.42295,            0.033994,            0.020444,           0.0034965,               0.135,           0.0027154,           0.0027154,           0.0027154
                 244,            0.027777,            0.020036,           0.0018922,             0.11406,             0.92863,              0.9171,             0.91808,             0.41781,            0.033577,            0.020486,           0.0039988,             0.13709,           0.0026917,           0.0026917,           0.0026917
                 245,            0.029663,            0.019995,           0.0039543,             0.11267,             0.92298,             0.92998,              0.9331,             0.44397,            0.032925,            0.020269,           0.0040512,             0.13743,           0.0026683,           0.0026683,           0.0026683
                 246,             0.02967,            0.020587,           0.0030281,             0.11399,             0.91908,             0.89282,             0.91916,             0.42775,            0.033995,            0.020602,           0.0042342,              0.1359,           0.0026453,           0.0026453,           0.0026453
                 247,            0.029156,            0.021027,           0.0043193,             0.11402,             0.93378,             0.89972,             0.93006,             0.40565,            0.035394,             0.02076,           0.0043121,             0.13411,           0.0026227,           0.0026227,           0.0026227
                 248,            0.027807,             0.01939,           0.0024544,             0.11119,             0.91063,             0.87557,              0.8827,             0.40275,            0.035578,            0.020761,           0.0046002,             0.13518,           0.0026004,           0.0026004,           0.0026004
                 249,            0.028806,             0.02025,            0.002725,             0.11175,             0.92088,             0.89784,             0.91357,             0.44053,            0.034322,             0.02063,           0.0057945,              0.1359,           0.0025785,           0.0025785,           0.0025785
                 250,            0.027465,             0.01856,           0.0016188,              0.1098,             0.92165,               0.885,             0.89777,             0.44215,             0.03435,            0.020326,           0.0059525,             0.13487,            0.002557,            0.002557,            0.002557
                 251,             0.02861,            0.018787,           0.0022872,             0.11411,             0.92213,             0.89017,             0.89895,             0.45169,            0.034148,            0.020346,           0.0058271,             0.13532,           0.0025359,           0.0025359,           0.0025359
                 252,              0.0282,             0.02018,           0.0018457,             0.11024,             0.91361,              0.9106,             0.91584,             0.45416,            0.034176,            0.020349,           0.0048205,             0.13333,           0.0025151,           0.0025151,           0.0025151
                 253,            0.028328,            0.022138,           0.0023948,             0.11158,             0.92904,             0.91347,             0.92613,             0.42967,            0.033949,            0.020137,           0.0038576,             0.13393,           0.0024948,           0.0024948,           0.0024948
                 254,            0.028484,            0.018564,           0.0019487,             0.11019,             0.91195,             0.88628,             0.90192,             0.41938,            0.034035,            0.020029,           0.0044142,             0.13583,           0.0024748,           0.0024748,           0.0024748
                 255,            0.028866,            0.020034,           0.0024635,             0.11135,             0.90186,             0.88826,             0.90072,             0.40955,            0.034493,            0.020398,           0.0044238,             0.13589,           0.0024552,           0.0024552,           0.0024552
                 256,            0.028295,            0.021095,           0.0023902,              0.1136,             0.90881,              0.8964,             0.90667,             0.43241,            0.034074,            0.020813,           0.0047353,             0.13491,            0.002436,            0.002436,            0.002436
                 257,            0.028939,            0.021043,           0.0024519,             0.11294,             0.91224,             0.88524,              0.8879,             0.40426,            0.033779,            0.020525,           0.0047068,             0.13664,           0.0024172,           0.0024172,           0.0024172
                 258,            0.027936,            0.021052,           0.0027272,             0.11178,             0.90798,             0.89047,             0.89181,              0.4112,            0.033913,            0.020595,           0.0043664,             0.13656,           0.0023987,           0.0023987,           0.0023987
                 259,            0.028473,            0.019937,           0.0018595,             0.10838,             0.90704,             0.88209,             0.88843,             0.41248,            0.033926,            0.020409,           0.0045441,             0.13577,           0.0023807,           0.0023807,           0.0023807
                 260,            0.028716,            0.020162,           0.0028875,             0.11157,             0.90832,             0.86366,             0.88457,             0.41279,            0.034283,            0.020846,            0.004727,             0.13672,           0.0023631,           0.0023631,           0.0023631
                 261,            0.027905,            0.017725,            0.001491,             0.10942,              0.9008,             0.88257,             0.89597,             0.40453,            0.035101,             0.02099,           0.0057517,             0.13694,           0.0023458,           0.0023458,           0.0023458
                 262,            0.026808,            0.018192,           0.0020958,             0.10932,             0.90542,             0.88145,              0.9088,             0.40246,            0.034469,             0.02094,           0.0056695,             0.13525,            0.002329,            0.002329,            0.002329
                 263,            0.027813,            0.017637,           0.0013875,             0.11111,             0.90632,             0.88671,             0.88898,              0.3955,            0.034305,            0.021245,           0.0049162,             0.13599,           0.0023125,           0.0023125,           0.0023125
                 264,            0.028151,            0.020696,           0.0025129,             0.11175,             0.92638,             0.90314,             0.91105,             0.43631,            0.033037,            0.021123,            0.004069,              0.1359,           0.0022965,           0.0022965,           0.0022965
                 265,            0.028384,            0.020167,           0.0019402,             0.11033,             0.94561,             0.91735,             0.92327,             0.43206,             0.03315,            0.020932,           0.0042015,             0.13554,           0.0022809,           0.0022809,           0.0022809
                 266,            0.028715,            0.021247,           0.0021902,             0.10958,             0.94132,             0.90137,             0.92176,             0.43332,            0.033499,            0.020601,           0.0044495,             0.13568,           0.0022657,           0.0022657,           0.0022657
                 267,            0.028294,            0.022206,           0.0030393,             0.11117,             0.92881,             0.90428,             0.91748,              0.4306,            0.033821,            0.020776,            0.004432,             0.13702,           0.0022509,           0.0022509,           0.0022509
                 268,            0.027843,             0.02007,           0.0020549,             0.10816,             0.94172,             0.91301,             0.92779,             0.43146,            0.034533,            0.021366,           0.0047214,             0.13503,           0.0022365,           0.0022365,           0.0022365
                 269,            0.027963,            0.020512,           0.0019936,             0.10905,             0.90887,             0.88885,             0.88798,             0.39794,            0.035243,            0.021644,           0.0048257,              0.1349,           0.0022225,           0.0022225,           0.0022225
                 270,            0.028018,            0.020338,           0.0025673,             0.10919,             0.92182,             0.87952,             0.90013,             0.40173,            0.034487,            0.021399,           0.0042676,             0.13615,           0.0022089,           0.0022089,           0.0022089
                 271,            0.027473,            0.018946,           0.0011671,             0.10387,             0.86661,             0.84048,             0.84989,             0.40818,            0.034694,            0.021268,           0.0045479,             0.13431,           0.0021958,           0.0021958,           0.0021958
                 272,            0.028436,            0.020132,           0.0027703,             0.10933,             0.92216,             0.90844,             0.91529,             0.43395,            0.033948,            0.021328,           0.0044784,             0.13306,            0.002183,            0.002183,            0.002183
                 273,            0.027961,            0.019449,           0.0019899,             0.10899,             0.92956,              0.9143,             0.92542,             0.42637,            0.033994,            0.021215,            0.004509,             0.13401,           0.0021707,           0.0021707,           0.0021707
                 274,            0.027593,             0.01872,           0.0019986,             0.10844,             0.93631,             0.90667,             0.93018,             0.43874,            0.033586,            0.020856,           0.0045713,              0.1353,           0.0021588,           0.0021588,           0.0021588
